133.460, 129.535, 5.774, 28.700 False
133.175, 129.534, 5.684, 28.750 False
132.896, 129.534, 5.556, 28.800 False
132.625, 129.533, 5.397, 28.850 False
132.363, 129.532, 5.210, 28.900 False
132.110, 129.532, 5.003, 28.950 False
131.869, 129.531, 4.770, 29.000 False
131.640, 129.530, 4.526, 29.050 False
131.423, 129.530, 4.294, 29.100 False
131.216, 129.529, 4.068, 29.150 False
131.021, 129.528, 3.857, 29.200 False
130.835, 129.528, 3.672, 29.250 False
130.657, 129.527, 3.490, 29.300 False
130.488, 129.526, 3.337, 29.350 False
130.326, 129.525, 3.176, 29.400 False
130.172, 129.525, 3.037, 29.450 False
130.024, 129.524, 2.899, 29.500 False
129.884, 129.524, 2.760, 29.550 False
129.750, 129.523, 2.623, 29.600 False
129.623, 129.523, 2.489, 29.650 False
129.503, 129.522, 2.359, 29.700 False
129.389, 129.522, 2.235, 29.750 False
129.281, 129.521, 2.116, 29.800 False
129.179, 129.521, 2.003, 29.850 False
129.082, 129.520, 1.895, 29.900 False
128.990, 129.520, 1.793, 29.950 False
128.904, 129.520, 1.696, 30.000 False
128.822, 129.519, 1.604, 30.050 False
128.744, 129.519, 1.517, 30.100 False
128.671, 129.519, 1.434, 30.150 False
128.601, 129.518, 1.356, 30.200 False
128.536, 129.518, 1.282, 30.250 False
128.474, 129.518, 1.213, 30.300 False
128.415, 129.517, 1.147, 30.350 False
128.359, 129.517, 1.084, 30.400 False
128.307, 129.517, 1.025, 30.450 False
128.257, 129.517, 0.970, 30.500 False
128.210, 129.517, 0.917, 30.550 False
128.166, 129.516, 0.867, 30.600 False
128.124, 129.516, 0.820, 30.650 False
128.084, 129.516, 0.775, 30.700 False
128.047, 129.516, 0.733, 30.750 False
128.011, 129.516, 0.693, 30.800 False
127.978, 129.516, 0.656, 30.850 False
127.946, 129.515, 0.620, 30.900 False
127.916, 129.515, 0.586, 30.950 False
127.889, 129.515, 0.513, 31.000 False
127.866, 129.515, 0.433, 31.050 False
127.847, 129.515, 0.376, 31.100 False
127.829, 129.515, 0.339, 31.150 False
127.813, 129.515, 0.302, 31.200 False
127.798, 129.515, 0.288, 31.250 False
127.781, 129.515, 0.338, 31.300 False
127.760, 129.515, 0.441, 31.350 False
127.737, 129.515, 0.472, 31.400 False
127.709, 129.514, 0.573, 31.450 False
127.675, 129.514, 0.699, 31.500 False
127.635, 129.514, 0.843, 31.550 False
127.579, 129.514, 1.206, 31.600 False
127.506, 129.514, 1.504, 31.650 False
127.422, 129.513, 1.728, 31.700 False
127.327, 129.513, 1.938, 31.750 False
127.222, 129.512, 2.160, 31.800 False
127.106, 129.512, 2.389, 31.850 False
126.978, 129.511, 2.623, 31.900 False
126.839, 129.511, 2.860, 31.950 False
126.687, 129.510, 3.100, 32.000 False
126.524, 129.509, 3.341, 32.050 False
126.348, 129.508, 3.582, 32.100 False
126.161, 129.508, 3.823, 32.150 False
125.962, 129.507, 4.062, 32.200 False
125.750, 129.506, 4.300, 32.250 False
125.527, 129.505, 4.535, 32.300 False
125.293, 129.504, 4.767, 32.350 False
125.047, 129.503, 4.988, 32.400 False
124.791, 129.502, 5.188, 32.450 False
124.526, 129.501, 5.356, 32.500 False
124.254, 129.500, 5.492, 32.550 False
123.977, 129.499, 5.596, 32.600 False
123.695, 129.497, 5.678, 32.650 False
123.410, 129.496, 5.742, 32.700 False
123.122, 129.495, 5.793, 32.750 False
122.832, 129.494, 5.830, 32.800 False
122.541, 129.493, 5.844, 32.850 False
122.250, 129.492, 5.843, 32.900 False
121.959, 129.491, 5.834, 32.950 False
121.668, 129.490, 5.833, 33.000 False
121.377, 129.489, 5.831, 33.050 False
121.086, 129.488, 5.832, 33.100 False
120.795, 129.487, 5.825, 33.150 False
120.505, 129.487, 5.817, 33.200 False
120.215, 129.486, 5.800, 33.250 False
